name,class,shape,policy
model.language_model.layers.36.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.36.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.36.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.36.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.36.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.36.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.36.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.36.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.36.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.36.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.36.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.36.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.36.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.37,Gemma3DecoderLayer,,other
model.language_model.layers.37.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.37.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.37.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.37.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.37.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.37.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.37.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.37.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.37.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.37.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.37.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.37.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.37.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.38,Gemma3DecoderLayer,,other
model.language_model.layers.38.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.38.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.38.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.38.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.38.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.38.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.38.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.38.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.38.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.38.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.38.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.38.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.38.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.39,Gemma3DecoderLayer,,other
model.language_model.layers.39.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.39.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.39.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.39.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.39.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.39.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.39.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.39.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.39.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.39.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.39.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.39.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.39.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.40,Gemma3DecoderLayer,,other
model.language_model.layers.40.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.40.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.40.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.40.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.40.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.40.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.40.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.40.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.40.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.40.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.40.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.40.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.40.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.41,Gemma3DecoderLayer,,other
model.language_model.layers.41.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.41.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.41.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.41.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.41.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.41.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.41.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.41.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.41.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.41.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.41.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.41.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.41.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.42,Gemma3DecoderLayer,,other
model.language_model.layers.42.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.42.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.42.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.42.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.42.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.42.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.42.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.42.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.42.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.42.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.42.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.42.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.42.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.43,Gemma3DecoderLayer,,other
model.language_model.layers.43.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.43.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.43.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.43.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.43.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.43.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.43.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.43.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.43.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.43.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.43.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.43.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.43.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.44,Gemma3DecoderLayer,,other
model.language_model.layers.44.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.44.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.44.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.44.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.44.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.44.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.44.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.44.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.44.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.44.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.44.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.44.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.44.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.45,Gemma3DecoderLayer,,other
model.language_model.layers.45.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.45.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.45.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.45.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.45.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.45.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.45.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.45.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.45.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.45.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.45.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.45.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.45.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.46,Gemma3DecoderLayer,,other
model.language_model.layers.46.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.46.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.46.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.46.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.46.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.46.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.46.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.46.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.46.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.46.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.46.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.46.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.46.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.47,Gemma3DecoderLayer,,other
model.language_model.layers.47.self_attn,Gemma3Attention,,attention_preserve_candidate
model.language_model.layers.47.self_attn.q_proj,Linear,4096x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.k_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.v_proj,Linear,2048x3840,attention_preserve_candidate
model.language_model.layers.47.self_attn.o_proj,Linear,3840x4096,attention_preserve_candidate
model.language_model.layers.47.self_attn.q_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.47.self_attn.k_norm,Gemma3RMSNorm,256,attention_preserve_candidate
model.language_model.layers.47.mlp,Gemma3MLP,,mlp_q4_candidate
model.language_model.layers.47.mlp.gate_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.up_proj,Linear,15360x3840,mlp_q4_candidate
model.language_model.layers.47.mlp.down_proj,Linear,3840x15360,mlp_q4_candidate
model.language_model.layers.47.mlp.act_fn,GELUTanh,,mlp_q4_candidate
model.language_model.layers.47.input_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.47.post_attention_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.47.pre_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.layers.47.post_feedforward_layernorm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.norm,Gemma3RMSNorm,3840,output_critical_preserve
model.language_model.rotary_emb,Gemma3RotaryEmbedding,,other
model.language_model.rotary_emb_local,Gemma3RotaryEmbedding,,other
lm_head,Linear,262208x3840,output_critical_preserve
